team,b_r,b_h,b_hr,p_er,win,loss,win_percentage
SFN,8,15,0,5,1,0,1.0
ANA,5,7,3,3,1,0,1.0
TBA,3,6,1,5,0,1,0.0
ARI,10,15,5,3,1,0,1.0
WAS,3,10,2,10,0,1,0.0
PHI,1,6,0,15,0,1,0.0
ATL,15,19,3,1,1,0,1.0
BOS,8,14,2,4,1,0,1.0
BAL,6,12,2,4,0,1,0.0
NYA,10,12,1,3,1,0,1.0
CHA,3,9,2,10,0,1,0.0
TEX,3,6,2,11,0,1,0.0
CIN,11,14,2,3,1,0,1.0
SDN,14,15,2,13,1,0,1.0
COL,13,19,2,14,0,1,0.0
CLE,8,14,1,0,1,0,1.0
DET,0,4,0,8,0,1,0.0
TOR,12,14,5,0,1,0,1.0
HOU,0,7,0,12,0,1,0.0
CHN,2,9,0,3,0,1,0.0
LAN,3,7,1,0,1,0,1.0
PIT,5,11,0,4,1,0,1.0
MIA,4,9,1,5,0,1,0.0
KCA,8,9,0,6,1,0,1.0
MIN,6,15,2,4,0,1,0.0
SLN,4,3,2,3,1,0,1.0
NYN,3,10,0,3,0,1,0.0
SEA,6,8,1,2,1,0,1.0
OAK,3,8,2,3,0,1,0.0
MIL,5,12,2,3,1,0,1.0
SFN,3,7,0,5,0,1,0.0
ANA,5,11,1,6,0,1,0.0
TBA,6,9,2,4,1,0,1.0
ARI,5,11,1,15,0,1,0.0
WAS,15,15,4,4,1,0,1.0
NYN,3,7,1,11,0,1,0.0
ATL,12,16,3,3,1,0,1.0
HOU,2,4,0,3,0,1,0.0
CIN,3,6,0,2,1,0,1.0
SFN,3,3,0,2,1,0,1.0
LAN,2,5,1,2,0,1,0.0
BOS,2,7,0,0,1,0,1.0
MIN,0,5,0,2,0,1,0.0
TBA,0,2,0,3,0,1,0.0
NYA,3,8,2,0,1,0,1.0
BAL,2,4,0,1,0,1,0.0
OAK,3,5,0,1,1,0,1.0
MIL,0,4,0,2,0,1,0.0
SDN,2,7,1,0,1,0,1.0
KCA,6,9,2,4,1,0,1.0
SEA,4,10,1,6,0,1,0.0
MIA,0,8,0,4,0,1,0.0
SLN,5,8,2,0,1,0,1.0
CLE,2,8,2,7,0,1,0.0
TEX,7,8,1,2,1,0,1.0
ANA,10,13,4,5,1,0,1.0
TOR,5,8,3,10,0,1,0.0
COL,8,12,1,1,1,0,1.0
ARI,1,7,0,7,0,1,0.0
NYN,10,15,3,2,1,0,1.0
ATL,2,5,2,10,0,1,0.0
CHA,3,8,1,1,1,0,1.0
CHN,1,6,1,3,0,1,0.0
HOU,3,9,1,4,0,1,0.0
CIN,4,6,3,3,1,0,1.0
SFN,0,4,0,9,0,1,0.0
LAN,9,14,2,0,1,0,1.0
BOS,3,17,2,4,0,1,0.0
MIN,4,15,1,3,1,0,1.0
TBA,3,9,0,6,0,1,0.0
NYA,6,11,2,3,1,0,1.0
BAL,2,4,1,9,0,1,0.0
OAK,16,15,6,1,1,0,1.0
DET,5,6,0,2,1,0,1.0
PIT,4,8,1,3,0,1,0.0
MIL,1,4,0,4,0,1,0.0
SDN,4,8,1,1,1,0,1.0
KCA,9,13,3,0,1,0,1.0
SEA,0,6,0,9,0,1,0.0
MIA,6,8,2,0,1,0,1.0
SLN,0,2,0,5,0,1,0.0
CLE,10,14,4,3,1,0,1.0
TEX,3,5,2,8,0,1,0.0
ANA,3,6,2,1,1,0,1.0
TOR,1,3,1,3,0,1,0.0
COL,6,14,1,3,1,0,1.0
ARI,4,10,1,6,0,1,0.0
NYN,2,9,0,7,0,1,0.0
ATL,7,9,2,2,1,0,1.0
CHA,3,9,2,7,0,1,0.0
CHN,7,11,3,3,1,0,1.0
HOU,2,7,1,2,0,1,0.0
CIN,3,11,1,2,1,0,1.0
SFN,2,4,2,9,0,1,0.0
LAN,9,13,4,2,1,0,1.0
BOS,9,12,0,4,1,0,1.0
MIN,4,9,2,9,0,1,0.0
TBA,1,3,0,12,0,1,0.0
NYA,12,9,2,1,1,0,1.0
BAL,3,6,0,8,0,1,0.0
OAK,8,11,1,3,1,0,1.0
DET,7,11,2,8,0,1,0.0
PIT,8,11,2,7,1,0,1.0
MIL,7,9,3,8,0,1,0.0
SDN,8,13,2,7,1,0,1.0
KCA,2,8,0,8,0,1,0.0
SEA,8,10,3,2,1,0,1.0
MIA,1,5,0,2,0,1,0.0
SLN,2,6,1,1,1,0,1.0
CLE,10,12,3,3,1,0,1.0
TEX,4,10,2,8,0,1,0.0
ANA,11,16,3,6,1,0,1.0
TOR,6,6,2,9,0,1,0.0
PHI,2,6,1,5,0,1,0.0
WAS,6,8,2,2,1,0,1.0
PHI,0,4,0,2,0,1,0.0
WAS,2,4,2,0,1,0,1.0
COL,6,7,2,4,1,0,1.0
ARI,4,10,1,6,0,1,0.0
NYN,4,7,2,7,0,1,0.0
CHN,7,7,1,3,1,0,1.0
MIN,1,5,1,4,0,1,0.0
KCA,4,10,0,1,1,0,1.0
SFN,8,9,1,9,0,1,0.0
LAN,9,16,3,5,1,0,1.0
CIN,7,10,2,1,1,0,1.0
MIL,1,5,1,7,0,1,0.0
HOU,6,12,4,10,0,1,0.0
NYA,10,12,4,6,1,0,1.0
TBA,4,6,1,5,0,1,0.0
OAK,5,7,2,4,1,0,1.0
BAL,2,4,0,5,0,1,0.0
SEA,5,9,2,2,1,0,1.0
MIA,7,11,2,6,1,0,1.0
SLN,6,16,1,6,0,1,0.0
CLE,2,5,1,4,0,1,0.0
TEX,4,8,2,2,1,0,1.0
ANA,5,12,1,7,0,1,0.0
TOR,7,12,4,5,1,0,1.0
PHI,4,9,2,7,0,1,0.0
WAS,7,10,3,4,1,0,1.0
SFN,11,11,2,5,1,0,1.0
ARI,5,10,1,11,0,1,0.0
TOR,5,11,1,7,0,1,0.0
BOS,7,14,1,4,1,0,1.0
NYN,5,7,2,2,1,0,1.0
CHN,4,6,1,5,0,1,0.0
DET,6,12,2,7,0,1,0.0
CLE,7,12,3,6,1,0,1.0
MIN,8,13,2,5,1,0,1.0
KCA,7,7,2,7,0,1,0.0
COL,2,3,2,3,0,1,0.0
LAN,4,6,2,2,1,0,1.0
CIN,11,10,2,7,1,0,1.0
MIL,7,10,3,11,0,1,0.0
HOU,1,7,0,4,0,1,0.0
NYA,4,8,2,1,1,0,1.0
TBA,5,10,1,3,1,0,1.0
OAK,3,10,2,5,0,1,0.0
MIA,2,6,1,1,1,0,1.0
PHI,1,9,0,1,0,1,0.0
SDN,1,7,1,1,0,1,0.0
PIT,2,6,0,1,1,0,1.0
BAL,9,14,0,10,0,1,0.0
SEA,10,13,3,8,1,0,1.0
ANA,1,8,0,5,0,1,0.0
SLN,5,8,1,1,1,0,1.0
CHA,5,12,1,4,1,0,1.0
TEX,4,8,2,5,0,1,0.0
ATL,3,8,1,3,0,1,0.0
WAS,4,8,1,3,1,0,1.0
SFN,7,10,1,4,1,0,1.0
ARI,4,8,0,7,0,1,0.0
TOR,8,10,2,7,1,0,1.0
BOS,7,9,1,7,0,1,0.0
NYN,10,12,3,1,1,0,1.0
CHN,2,6,0,8,0,1,0.0
DET,0,6,0,2,0,1,0.0
CLE,2,6,0,0,1,0,1.0
MIN,5,9,3,3,1,0,1.0
KCA,3,7,0,5,0,1,0.0
COL,4,8,1,5,0,1,0.0
LAN,5,14,2,2,1,0,1.0
CIN,5,6,2,4,0,1,0.0
MIL,6,5,1,5,1,0,1.0
HOU,5,11,2,6,0,1,0.0
NYA,7,7,2,5,1,0,1.0
TBA,2,6,1,4,0,1,0.0
OAK,4,8,1,2,1,0,1.0
MIA,5,7,1,3,1,0,1.0
PHI,3,7,2,5,0,1,0.0
SDN,3,6,1,6,0,1,0.0
PIT,6,10,1,3,1,0,1.0
BAL,8,8,2,4,1,0,1.0
SEA,4,7,1,8,0,1,0.0
ANA,2,6,2,2,0,1,0.0
SLN,4,5,1,2,1,0,1.0
CHA,5,7,1,6,0,1,0.0
TEX,6,14,2,5,1,0,1.0
ATL,13,14,2,9,1,0,1.0
WAS,9,11,1,13,0,1,0.0
SFN,2,4,1,3,0,1,0.0
ARI,3,7,0,2,1,0,1.0
TOR,6,10,1,0,1,0,1.0
BOS,1,7,0,6,0,1,0.0
NYN,3,7,2,5,0,1,0.0
CHN,5,12,1,3,1,0,1.0
DET,3,8,1,8,0,1,0.0
CLE,8,10,1,3,1,0,1.0
MIN,1,9,1,6,0,1,0.0
KCA,6,11,1,1,1,0,1.0
COL,3,10,1,3,0,1,0.0
LAN,6,7,2,3,1,0,1.0
CIN,5,10,1,7,0,1,0.0
MIL,7,11,2,5,1,0,1.0
HOU,9,14,4,4,1,0,1.0
NYA,4,6,1,9,0,1,0.0
TBA,8,15,1,1,1,0,1.0
OAK,2,6,0,8,0,1,0.0
MIA,6,16,3,4,1,0,1.0
PHI,4,4,0,6,0,1,0.0
SDN,10,13,0,9,0,1,0.0
PIT,11,17,0,10,1,0,1.0
BAL,3,7,1,12,0,1,0.0
SEA,13,13,2,3,1,0,1.0
ANA,6,15,0,4,1,0,1.0
SLN,4,10,1,6,0,1,0.0
CHA,4,10,0,5,0,1,0.0
TEX,7,11,2,3,1,0,1.0
ATL,4,7,3,2,1,0,1.0
WAS,3,10,1,4,0,1,0.0
LAN,5,10,0,8,0,1,0.0
ARI,8,11,2,5,1,0,1.0
CHA,5,8,2,6,0,1,0.0
BOS,6,12,2,5,1,0,1.0
ATL,3,8,1,8,0,1,0.0
CHN,8,10,2,1,1,0,1.0
KCA,2,5,1,3,0,1,0.0
CLE,3,10,1,2,1,0,1.0
TOR,8,14,2,10,0,1,0.0
NYA,10,13,2,7,1,0,1.0
NYN,7,15,4,13,0,1,0.0
PHI,13,19,4,7,1,0,1.0
COL,2,5,1,0,1,0,1.0
SFN,0,6,0,2,0,1,0.0
CIN,1,7,1,5,0,1,0.0
ANA,5,8,2,1,1,0,1.0
LAN,3,5,2,1,1,0,1.0
ARI,2,6,0,3,0,1,0.0
SDN,8,12,4,3,1,0,1.0
BAL,3,11,1,8,0,1,0.0
CHA,3,10,0,5,0,1,0.0
BOS,6,10,1,2,1,0,1.0
ATL,3,3,2,2,1,0,1.0
CHN,2,4,0,3,0,1,0.0
KCA,8,13,1,6,1,0,1.0
CLE,6,11,4,7,0,1,0.0
TEX,5,12,1,2,1,0,1.0
DET,3,6,1,4,0,1,0.0
PIT,1,8,0,5,0,1,0.0
HOU,5,10,2,1,1,0,1.0
WAS,6,8,1,1,1,0,1.0
MIA,1,5,0,6,0,1,0.0
SEA,8,12,1,2,1,0,1.0
MIL,3,8,1,6,0,1,0.0
TBA,4,7,1,9,0,1,0.0
MIN,9,15,2,4,1,0,1.0
TOR,3,7,0,4,0,1,0.0
NYA,4,10,4,3,1,0,1.0
NYN,5,12,2,7,0,1,0.0
PHI,7,8,4,5,1,0,1.0
COL,2,3,1,4,0,1,0.0
SFN,4,8,1,2,1,0,1.0
OAK,7,10,3,3,1,0,1.0
SLN,3,10,0,7,0,1,0.0
CIN,1,5,1,5,0,1,0.0
ANA,5,7,2,1,1,0,1.0
LAN,2,5,1,5,0,1,0.0
ARI,8,9,1,2,1,0,1.0
SDN,10,11,5,5,1,0,1.0
BAL,5,8,2,10,0,1,0.0
CHA,8,12,2,7,1,0,1.0
BOS,7,15,1,8,0,1,0.0
ATL,5,7,2,3,1,0,1.0
CHN,3,10,2,5,0,1,0.0
KCA,3,8,1,4,0,1,0.0
CLE,5,10,2,3,1,0,1.0
TEX,4,8,3,1,1,0,1.0
DET,1,5,1,4,0,1,0.0
PIT,14,15,4,2,1,0,1.0
HOU,2,9,1,14,0,1,0.0
WAS,7,7,1,5,1,0,1.0
MIA,5,6,0,6,0,1,0.0
SEA,4,8,0,2,1,0,1.0
MIL,2,5,2,4,0,1,0.0
TBA,4,6,3,3,0,1,0.0
MIN,6,10,0,4,1,0,1.0
TOR,7,13,3,8,0,1,0.0
NYA,8,16,2,7,1,0,1.0
NYN,4,10,2,5,0,1,0.0
PHI,5,9,1,4,1,0,1.0
COL,6,7,1,2,1,0,1.0
SFN,3,8,1,6,0,1,0.0
OAK,2,8,2,0,1,0,1.0
SLN,0,5,0,2,0,1,0.0
OAK,3,5,2,8,0,1,0.0
ANA,8,12,2,3,1,0,1.0
ATL,7,8,2,4,0,1,0.0
CHN,9,10,2,7,1,0,1.0
LAN,12,17,6,8,1,0,1.0
COL,8,16,1,12,0,1,0.0
TEX,3,5,2,1,1,0,1.0
DET,1,9,0,3,0,1,0.0
PIT,10,14,5,0,1,0,1.0
HOU,0,9,0,10,0,1,0.0
WAS,8,10,4,5,1,0,1.0
MIA,5,8,0,7,0,1,0.0
SEA,2,5,0,4,0,1,0.0
MIL,4,9,1,1,1,0,1.0
TBA,5,8,0,2,1,0,1.0
MIN,2,9,0,5,0,1,0.0
NYN,3,5,1,6,0,1,0.0
PHI,6,6,3,3,1,0,1.0
ARI,5,8,2,1,1,0,1.0
SFN,1,3,1,5,0,1,0.0
OAK,7,6,3,1,1,0,1.0
ANA,2,8,0,7,0,1,0.0
CLE,0,6,0,13,0,1,0.0
BAL,13,16,2,0,1,0,1.0
MIN,4,9,2,3,0,1,0.0
CHA,6,9,2,4,1,0,1.0
CHN,3,6,1,6,0,1,0.0
CIN,6,11,1,3,1,0,1.0
LAN,9,9,2,10,0,1,0.0
COL,13,17,3,5,1,0,1.0
WAS,3,7,1,1,1,0,1.0
DET,1,6,1,3,0,1,0.0
SEA,1,5,1,2,0,1,0.0
HOU,2,9,2,1,1,0,1.0
PHI,2,4,1,6,0,1,0.0
MIA,6,8,2,2,1,0,1.0
PIT,3,9,1,2,1,0,1.0
MIL,2,6,0,3,0,1,0.0
ATL,6,9,1,2,1,0,1.0
NYN,2,9,1,6,0,1,0.0
SLN,1,9,0,3,0,1,0.0
SDN,3,7,2,1,1,0,1.0
ARI,3,11,0,6,0,1,0.0
SFN,6,12,1,3,1,0,1.0
TEX,5,8,0,0,1,0,1.0
TBA,0,3,0,4,0,1,0.0
KCA,2,9,1,6,0,1,0.0
TOR,6,9,4,2,1,0,1.0
OAK,4,8,1,0,1,0,1.0
ANA,0,3,0,4,0,1,0.0
CLE,0,5,0,13,0,1,0.0
BAL,13,13,4,0,1,0,1.0
NYA,17,19,3,13,1,0,1.0
BOS,13,18,3,17,0,1,0.0
MIN,10,13,5,2,1,0,1.0
CHA,3,7,1,10,0,1,0.0
CHN,6,8,2,0,1,0,1.0
CIN,0,7,0,5,0,1,0.0
LAN,3,8,0,4,0,1,0.0
COL,5,7,1,2,1,0,1.0
WAS,5,9,1,7,0,1,0.0
DET,7,12,0,4,1,0,1.0
SEA,5,7,3,4,0,1,0.0
HOU,6,8,0,5,1,0,1.0
PHI,6,7,1,9,0,1,0.0
MIA,9,15,1,4,1,0,1.0
PIT,1,6,0,3,0,1,0.0
MIL,3,5,1,1,1,0,1.0
ATL,5,13,2,4,1,0,1.0
NYN,4,8,1,5,0,1,0.0
SLN,2,5,1,6,0,1,0.0
SDN,12,12,5,1,1,0,1.0
ARI,4,11,0,2,1,0,1.0
SFN,3,7,1,2,0,1,0.0
TEX,2,5,0,5,0,1,0.0
TBA,5,7,3,2,1,0,1.0
KCA,5,7,1,7,0,1,0.0
TOR,7,6,3,5,1,0,1.0
OAK,12,11,1,3,1,0,1.0
ANA,3,9,2,6,0,1,0.0
CLE,2,10,0,0,1,0,1.0
BAL,0,5,0,2,0,1,0.0
NYA,12,13,1,8,1,0,1.0
BOS,8,15,3,11,0,1,0.0
MIN,3,6,1,4,0,1,0.0
CHA,4,10,1,2,1,0,1.0
CHN,6,11,2,7,0,1,0.0
CIN,8,9,1,6,1,0,1.0
LAN,10,14,0,5,1,0,1.0
COL,5,9,2,10,0,1,0.0
WAS,2,7,1,1,1,0,1.0
DET,1,5,1,2,0,1,0.0
SEA,1,6,1,4,0,1,0.0
HOU,6,11,0,1,1,0,1.0
PHI,13,17,2,6,1,0,1.0
MIA,6,10,1,11,0,1,0.0
PIT,1,7,0,2,0,1,0.0
MIL,2,8,1,1,1,0,1.0
ATL,5,10,1,8,0,1,0.0
NYN,8,13,1,5,1,0,1.0
SLN,5,9,1,3,1,0,1.0
SDN,3,10,1,4,0,1,0.0
ARI,4,8,0,10,0,1,0.0
SFN,10,13,1,4,1,0,1.0
TEX,2,4,1,4,0,1,0.0
TBA,6,9,1,2,1,0,1.0
KCA,7,11,1,6,1,0,1.0
TOR,6,8,2,7,0,1,0.0
MIL,8,9,3,6,1,0,1.0
CIN,6,10,3,8,0,1,0.0
CHN,5,13,1,17,0,1,0.0
PIT,18,23,5,5,1,0,1.0
SFN,13,14,3,2,1,0,1.0
SDN,2,5,0,13,0,1,0.0
BAL,3,9,0,6,0,1,0.0
TBA,6,10,1,3,1,0,1.0
KCA,4,9,0,11,0,1,0.0
TOR,11,18,3,4,1,0,1.0
PHI,2,7,0,0,1,0,1.0
ATL,0,4,0,2,0,1,0.0
MIL,4,6,3,4,0,1,0.0
CIN,5,10,2,4,1,0,1.0
HOU,9,13,2,6,1,0,1.0
COL,8,13,0,8,0,1,0.0
CLE,9,13,0,5,1,0,1.0
KCA,5,12,2,8,0,1,0.0
ARI,4,8,1,5,0,1,0.0
LAN,5,7,1,4,1,0,1.0
NYA,2,6,0,3,0,1,0.0
NYN,4,11,1,2,1,0,1.0
MIN,6,10,3,7,0,1,0.0
OAK,8,8,3,6,1,0,1.0
CHN,1,6,0,5,0,1,0.0
PIT,5,7,1,1,1,0,1.0
SFN,10,17,3,4,1,0,1.0
SDN,4,9,2,10,0,1,0.0
SLN,4,9,3,5,0,1,0.0
SEA,5,8,2,4,1,0,1.0
BAL,3,6,2,6,0,1,0.0
TBA,6,8,1,3,1,0,1.0
ANA,9,8,1,3,1,0,1.0
TEX,4,6,1,9,0,1,0.0
BOS,10,15,3,6,1,0,1.0
TOR,6,8,1,10,0,1,0.0
MIA,2,7,0,2,0,1,0.0
WAS,3,8,1,2,1,0,1.0
PHI,2,6,1,8,0,1,0.0
ATL,9,10,3,2,1,0,1.0
DET,5,6,1,7,0,1,0.0
CHA,7,12,0,5,1,0,1.0
DET,6,12,1,9,0,1,0.0
CHA,9,10,5,4,1,0,1.0
MIL,0,4,0,3,0,1,0.0
CIN,3,8,1,0,1,0,1.0
HOU,4,6,2,2,1,0,1.0
COL,2,7,0,4,0,1,0.0
CLE,4,8,2,0,1,0,1.0
KCA,0,5,0,4,0,1,0.0
ARI,4,10,2,5,0,1,0.0
LAN,5,10,2,4,1,0,1.0
NYA,5,10,2,1,1,0,1.0
NYN,1,7,1,5,0,1,0.0
MIN,4,10,1,2,1,0,1.0
OAK,3,9,1,3,0,1,0.0
CHN,5,9,3,6,0,1,0.0
PIT,6,11,2,5,1,0,1.0
SFN,7,9,2,5,1,0,1.0
SDN,5,11,2,7,0,1,0.0
SLN,5,9,1,2,1,0,1.0
SEA,2,5,1,5,0,1,0.0
BAL,9,11,2,5,1,0,1.0
TBA,6,11,1,8,0,1,0.0
ANA,6,12,2,2,1,0,1.0
TEX,2,4,1,6,0,1,0.0
BOS,3,8,1,6,0,1,0.0
TOR,6,11,3,3,1,0,1.0
MIA,1,6,0,3,0,1,0.0
WAS,3,7,2,1,1,0,1.0
PHI,6,12,1,11,0,1,0.0
ATL,12,12,5,6,1,0,1.0
DET,11,15,3,5,1,0,1.0
CHA,5,13,2,9,0,1,0.0
MIL,0,2,0,1,0,1,0.0
CIN,1,8,0,0,1,0,1.0
CLE,8,12,2,3,1,0,1.0
KCA,4,6,1,6,0,1,0.0
SDN,1,5,0,4,0,1,0.0
LAN,5,6,2,0,1,0,1.0
MIN,2,11,0,7,0,1,0.0
OAK,7,12,2,1,1,0,1.0
CHN,11,15,4,3,1,0,1.0
PIT,3,6,0,11,0,1,0.0
SLN,5,10,2,4,1,0,1.0
SEA,4,10,2,5,0,1,0.0
NYA,8,8,2,3,1,0,1.0
TBA,4,8,0,8,0,1,0.0
ANA,3,10,1,9,0,1,0.0
TEX,9,14,2,3,1,0,1.0
BOS,8,8,3,7,1,0,1.0
TOR,7,11,3,8,0,1,0.0
MIA,2,10,1,5,0,1,0.0
WAS,5,8,2,1,1,0,1.0
COL,0,5,0,8,0,1,0.0
ARI,8,9,2,0,1,0,1.0
MIA,0,7,0,1,0,1,0.0
ATL,1,5,0,0,1,0,1.0
BOS,9,14,2,4,1,0,1.0
DET,6,9,1,7,0,1,0.0
ANA,5,9,4,4,1,0,1.0
HOU,4,6,2,5,0,1,0.0
SDN,3,6,1,1,1,0,1.0
LAN,2,6,0,2,0,1,0.0
TEX,6,10,2,15,0,1,0.0
MIN,15,20,4,6,1,0,1.0
PHI,7,9,1,2,1,0,1.0
NYN,2,7,1,7,0,1,0.0
MIL,7,13,3,5,1,0,1.0
PIT,6,13,2,7,0,1,0.0
OAK,5,5,1,2,1,0,1.0
SEA,2,5,1,4,0,1,0.0
SLN,9,14,3,4,1,0,1.0
SFN,4,7,1,9,0,1,0.0
NYA,8,14,4,4,1,0,1.0
TBA,4,10,2,8,0,1,0.0
BAL,4,6,1,1,1,0,1.0
TOR,1,4,1,4,0,1,0.0
KCA,7,12,0,4,1,0,1.0
WAS,4,13,1,6,0,1,0.0
COL,2,5,2,4,0,1,0.0
ARI,4,13,1,2,1,0,1.0
MIA,5,15,2,3,1,0,1.0
ATL,4,9,2,5,0,1,0.0
CHN,6,7,0,1,1,0,1.0
CHA,3,6,0,6,0,1,0.0
CLE,7,11,3,2,1,0,1.0
CIN,2,5,1,7,0,1,0.0
BOS,10,17,0,6,1,0,1.0
DET,6,14,2,9,0,1,0.0
ANA,0,4,0,4,0,1,0.0
HOU,4,10,1,0,1,0,1.0
SDN,3,4,2,0,1,0,1.0
LAN,1,6,0,3,0,1,0.0
TEX,4,8,2,6,0,1,0.0
MIN,7,9,1,4,1,0,1.0
PHI,5,12,2,5,0,1,0.0
NYN,6,12,0,5,1,0,1.0
MIL,2,7,2,12,0,1,0.0
PIT,12,17,2,2,1,0,1.0
OAK,3,6,2,6,0,1,0.0
SEA,6,7,2,3,1,0,1.0
SLN,4,10,1,7,0,1,0.0
SFN,8,11,2,4,1,0,1.0
NYA,3,8,2,4,0,1,0.0
TBA,4,8,2,3,1,0,1.0
BAL,8,10,2,1,1,0,1.0
TOR,1,3,0,5,0,1,0.0
KCA,0,6,0,5,0,1,0.0
WAS,6,12,1,0,1,0,1.0
COL,3,4,2,4,0,1,0.0
ARI,5,8,1,3,1,0,1.0
MIA,3,9,1,4,0,1,0.0
ATL,4,9,1,3,1,0,1.0
CHN,1,7,1,3,0,1,0.0
CHA,3,8,2,1,1,0,1.0
CLE,11,18,4,1,1,0,1.0
CIN,1,4,0,11,0,1,0.0
BOS,6,9,1,3,1,0,1.0
DET,3,6,1,6,0,1,0.0
ANA,10,16,3,11,0,1,0.0
HOU,11,19,2,10,1,0,1.0
SDN,5,8,3,3,1,0,1.0
LAN,3,7,2,5,0,1,0.0
TEX,4,10,1,1,1,0,1.0
MIN,1,8,0,4,0,1,0.0
PHI,8,13,3,2,1,0,1.0
NYN,3,5,2,8,0,1,0.0
MIL,5,8,3,6,0,1,0.0
PIT,6,10,1,5,1,0,1.0
OAK,7,8,3,4,1,0,1.0
SEA,4,11,2,6,0,1,0.0
SLN,0,6,0,1,0,1,0.0
SFN,1,2,1,0,1,0,1.0
NYA,1,5,1,2,0,1,0.0
TBA,2,10,0,1,1,0,1.0
BAL,1,6,1,6,0,1,0.0
TOR,6,9,1,1,1,0,1.0
KCA,2,9,0,4,0,1,0.0
WAS,5,8,2,2,1,0,1.0
NLS,3,5,1,4,0,1,0.0
ALS,4,8,1,3,1,0,1.0
HOU,0,7,0,5,0,1,0.0
TEX,5,11,0,0,1,0,1.0
SEA,0,0,0,9,0,1,0.0
ANA,13,13,2,0,1,0,1.0
TBA,16,20,2,4,1,0,1.0
BAL,4,5,1,14,0,1,0.0
LAN,1,5,1,8,0,1,0.0
BOS,8,8,3,1,1,0,1.0
PIT,3,5,1,4,0,1,0.0
CHN,4,6,1,3,1,0,1.0
MIN,5,8,2,1,1,0,1.0
CLE,3,6,1,2,0,1,0.0
CIN,2,6,1,3,0,1,0.0
COL,3,8,2,2,1,0,1.0
DET,5,9,0,7,0,1,0.0
KCA,8,9,3,5,1,0,1.0
NYN,4,5,1,8,0,1,0.0
MIA,8,8,3,4,1,0,1.0
SFN,10,10,5,7,1,0,1.0
MIL,7,13,1,10,0,1,0.0
TOR,0,6,0,4,0,1,0.0
NYA,4,10,0,0,1,0,1.0
CHA,1,10,0,5,0,1,0.0
OAK,5,13,3,1,1,0,1.0
WAS,4,9,0,0,1,0,1.0
PHI,0,8,0,4,0,1,0.0
ATL,5,8,3,3,1,0,1.0
SDN,3,9,1,5,0,1,0.0
ARI,4,6,3,1,1,0,1.0
SLN,2,4,1,4,0,1,0.0
HOU,8,9,4,8,0,1,0.0
TEX,9,10,5,7,1,0,1.0
SEA,2,6,0,9,0,1,0.0
ANA,9,12,3,2,1,0,1.0
TBA,1,3,1,2,0,1,0.0
BAL,2,7,1,1,1,0,1.0
TBA,12,15,6,4,1,0,1.0
BAL,4,10,1,12,0,1,0.0
LAN,11,14,4,2,1,0,1.0
BOS,2,6,1,11,0,1,0.0
PIT,4,11,3,10,0,1,0.0
CHN,10,13,2,4,1,0,1.0
MIN,6,11,3,2,1,0,1.0
CLE,2,5,2,5,0,1,0.0
CIN,17,24,3,8,1,0,1.0
COL,9,15,3,17,0,1,0.0
DET,1,4,0,4,0,1,0.0
KCA,4,8,0,1,1,0,1.0
NYN,4,8,2,2,1,0,1.0
MIA,2,6,0,4,0,1,0.0
SFN,4,7,0,3,0,1,0.0
MIL,5,15,0,2,1,0,1.0
TOR,2,8,0,1,1,0,1.0
NYA,1,8,0,2,0,1,0.0
CHA,2,7,0,12,0,1,0.0
OAK,13,13,1,2,1,0,1.0
WAS,4,9,1,3,1,0,1.0
PHI,3,7,1,3,0,1,0.0
ATL,7,11,2,4,1,0,1.0
SDN,5,5,3,7,0,1,0.0
ARI,2,4,1,1,0,1,0.0
SLN,4,7,1,2,1,0,1.0
HOU,7,13,1,4,1,0,1.0
TEX,6,6,3,7,0,1,0.0
SEA,3,10,2,6,0,1,0.0
ANA,6,6,2,3,1,0,1.0
TBA,4,5,2,1,1,0,1.0
BAL,1,3,0,4,0,1,0.0
LAN,7,9,1,2,1,0,1.0
BOS,4,11,2,2,0,1,0.0
PIT,3,9,0,8,0,1,0.0
CHN,8,13,3,3,1,0,1.0
MIN,3,7,0,4,0,1,0.0
CLE,4,7,1,3,1,0,1.0
CIN,9,9,1,6,0,1,0.0
COL,10,14,0,9,1,0,1.0
DET,12,19,1,8,1,0,1.0
KCA,8,10,1,12,0,1,0.0
NYN,6,12,2,2,1,0,1.0
MIA,2,11,1,6,0,1,0.0
SFN,8,11,1,3,1,0,1.0
MIL,3,8,1,7,0,1,0.0
TOR,2,6,2,4,0,1,0.0
NYA,4,10,1,2,1,0,1.0
CHA,2,7,1,1,0,1,0.0
OAK,3,7,1,2,1,0,1.0
WAS,3,7,0,4,0,1,0.0
PHI,4,7,2,3,1,0,1.0
ATL,4,7,1,1,1,0,1.0
SDN,1,10,0,4,0,1,0.0
ARI,2,8,0,5,0,1,0.0
SLN,5,9,1,2,1,0,1.0
HOU,12,12,2,4,1,0,1.0
TEX,4,5,0,9,0,1,0.0
HOU,6,9,2,5,0,1,0.0
ANA,9,10,1,6,1,0,1.0
TOR,8,13,1,10,0,1,0.0
BOS,10,13,1,8,1,0,1.0
CIN,6,10,3,3,1,0,1.0
CHN,3,9,1,5,0,1,0.0
DET,6,11,4,8,0,1,0.0
CLE,8,14,3,6,1,0,1.0
SFN,19,21,4,2,1,0,1.0
COL,2,6,2,18,0,1,0.0
SFN,2,6,2,1,1,0,1.0
