team,b_r,b_h,b_hr,p_er,win,loss,win_percentage
LAN,3,7,2,7,0,1,0.0
TBA,1,2,1,6,0,1,0.0
HOU,6,8,2,1,1,0,1.0
WAS,2,10,0,0,1,0,1.0
SLN,0,1,0,2,0,1,0.0
NYA,7,13,3,0,1,0,1.0
HOU,0,3,0,7,0,1,0.0
WAS,3,7,1,1,1,0,1.0
SLN,1,3,0,3,0,1,0.0
NYA,2,6,1,3,0,1,0.0
HOU,3,7,2,2,1,0,1.0
SLN,1,7,0,8,0,1,0.0
WAS,8,11,1,0,1,0,1.0
HOU,4,7,2,1,1,0,1.0
NYA,1,5,1,4,0,1,0.0
SLN,4,5,1,4,0,1,0.0
WAS,7,9,0,4,1,0,1.0
HOU,8,8,2,3,1,0,1.0
NYA,3,5,1,5,0,1,0.0
HOU,1,5,0,4,0,1,0.0
NYA,4,5,2,1,1,0,1.0
NYA,4,10,2,6,0,1,0.0
HOU,6,6,2,4,1,0,1.0
WAS,5,9,2,4,1,0,1.0
HOU,4,10,1,5,0,1,0.0
WAS,12,14,3,3,1,0,1.0
HOU,3,9,2,9,0,1,0.0
HOU,4,11,1,1,1,0,1.0
WAS,1,9,0,4,0,1,0.0
HOU,8,13,2,1,1,0,1.0
WAS,1,4,0,8,0,1,0.0
HOU,7,10,3,1,1,0,1.0
WAS,1,4,1,7,0,1,0.0
WAS,7,9,3,2,1,0,1.0
HOU,2,6,1,7,0,1,0.0
WAS,6,9,2,2,1,0,1.0
HOU,2,9,1,6,0,1,0.0
